gene,abs_coef,rank_abs_coef,importance_mean,rank_perm,rank_combined
202416_at,0.0016347962837790205,1905,0.0,1043,1474.0
200622_x_at,0.007617414484002336,1460,0.0,1491,1475.5
1554701_a_at,0.005607481372011152,1605,0.0,1347,1476.0
1553693_s_at,0.005345839038695736,1622,0.0,1332,1477.0
203333_at,0.004129920573608569,1729,0.0,1230,1479.5
201322_at,0.0019188490367030757,1885,0.0,1077,1481.0
200610_s_at,0.0075180741113013375,1469,0.0,1495,1482.0
205489_at,0.012423327497290056,1120,0.0,1847,1483.5
214011_s_at,0.010705200234831647,1243,0.0,1726,1484.5
200822_x_at,0.005908979658370904,1582,0.0,1389,1485.5
200695_at,0.00723718240905812,1497,0.0,1475,1486.0
1555278_a_at,0.005516177414310708,1611,0.0,1368,1489.5
201628_s_at,0.0019964191710474108,1880,0.0,1102,1491.0
210408_s_at,0.013485673159731858,1054,0.0,1928,1491.0
204301_at,0.0031076693526848175,1804,0.0,1179,1491.5
214864_s_at,0.009392281275919479,1329,0.0,1658,1493.5
1563130_a_at,0.005444702137505031,1612,0.0,1375,1493.5
208002_s_at,0.011649864742661489,1180,0.0,1810,1495.0
200813_s_at,0.0054378166229292835,1613,0.0,1378,1495.5
212333_at,0.007358847824966241,1485,0.0,1508,1496.5
201976_s_at,5.142275653029583e-05,1995,0.0,1003,1499.0
204957_at,0.0117696517618987,1170,0.0,1830,1500.0
211047_x_at,0.00818878260308477,1416,0.0,1585,1500.5
201174_s_at,0.0038087785053443177,1754,0.0,1250,1502.0
210252_s_at,0.013232409190115011,1070,0.0,1935,1502.5
204247_s_at,0.0028485661519014167,1823,0.0,1182,1502.5
204031_s_at,0.0020323612249655374,1876,0.0,1131,1503.5
1569477_at,0.006337326833038811,1554,0.0,1453,1503.5
1566079_at,0.0065398975821024915,1540,0.0,1467,1503.5
203336_s_at,0.003453733522762945,1780,0.0,1229,1504.5
215600_x_at,0.009066586781858505,1353,0.0,1661,1507.0
212228_s_at,0.007059551260942723,1514,0.0,1503,1508.5
208851_s_at,0.013332945959108989,1063,0.0,1954,1508.5
202517_at,9.717709645881624e-06,1999,0.0,1018,1508.5
208682_s_at,0.01088690571698438,1227,0.0,1790,1508.5
202785_at,0.003004429989381312,1809,0.0,1209,1509.0
201529_s_at,0.001674471111977566,1902,0.0,1116,1509.0
1570210_x_at,0.006005634683972893,1572,0.0,1447,1509.5
203517_at,0.002208432509164452,1864,0.0,1156,1510.0
210715_s_at,0.01021589630574216,1269,0.0,1751,1510.0
200802_at,0.005233118051160389,1626,0.0,1396,1511.0
214715_x_at,0.00854604315077446,1382,0.0,1641,1511.5
202920_at,0.002793470390126821,1826,0.0,1198,1512.0
204795_at,0.011321447753619861,1193,0.0,1836,1514.5
1569661_at,0.005930559712088225,1579,0.0,1450,1514.5
212282_at,0.006887185052856345,1520,0.0,1510,1515.0
201635_s_at,0.0010884236964844615,1932,0.0,1100,1516.0
202949_s_at,0.00260391196443137,1840,0.0,1193,1516.5
212423_at,0.0071684403980333145,1502,0.0,1533,1517.5
210679_x_at,0.012315054097495946,1125,0.0,1911,1518.0
213512_at,0.009866277571878093,1291,0.0,1747,1519.0
1568604_a_at,0.005922501573847856,1580,0.0,1459,1519.5
208680_at,0.010641034756167997,1250,0.0,1791,1520.5
215221_at,0.008859700046694202,1366,0.0,1677,1521.5
1559420_x_at,0.003706821297113582,1762,0.0,1282,1522.0
204992_s_at,0.01098528295693174,1217,0.0,1828,1522.5
1566785_x_at,0.00582172148576164,1587,0.0,1463,1525.0
212068_s_at,0.007682473106216295,1454,0.0,1596,1525.0
209556_at,0.011949868823284325,1156,0.0,1895,1525.5
203094_at,0.0030788781843238164,1805,0.0,1246,1525.5
201580_s_at,0.0009515701564166097,1944,0.0,1108,1526.0
203182_s_at,0.0029183835555811498,1818,0.0,1236,1527.0
209300_s_at,0.012036678975972192,1151,0.0,1904,1527.5
212411_at,0.006786858846290542,1525,0.0,1532,1528.5
201313_at,0.0002503092640056112,1982,0.0,1078,1530.0
1558922_at,0.0031338206341931453,1800,0.0,1261,1530.5
209234_at,0.012952451150598341,1085,0.0,1977,1531.0
204559_s_at,0.001722438713161136,1898,0.0,1167,1532.5
200027_at,0.005284697106841073,1624,0.0,1443,1533.5
200820_at,0.004647410717773304,1679,0.0,1390,1534.5
206792_x_at,0.009843600587272886,1292,0.0,1778,1535.0
212296_at,0.006118619076456456,1562,0.0,1509,1535.5
209279_s_at,0.012196785070625103,1135,0.0,1938,1536.5
201676_x_at,0.00027553116627856755,1980,0.0,1096,1538.0
